id;permalink;username;to;text;date;tetweets;favorites;mentions;hashtag;class
1,0065E+18;https://twitter.com/CamiloPeralta22/status/1006495716653617152;CamiloPeralta22;;La mañana de este martes Humberto de la Calle manifiesta su apoyo a la ideología política de Gustavo Petro. Insiste en que Iván Duque al frente del fin conflicto, genera peligro para el País.;2018-06-12 11:17:33+00:00;0;0;;;1
1,00608E+18;https://twitter.com/ctxt_es/status/1006077031551991808;ctxt_es;;"Análisis / El próximo 17 de junio habrá segunda vuelta en Colombia. Iván Duque y Gustavo Petro se disputan la presidencia: ""Una victoria de Petro es posible (si recibe el apoyo de Fajardo y/o de la Calle), pero es más probable que venza Duque"" #Colombiahttps://ctxt.es/es/20180606/Politica/20029/Ivan-Duque-Gustavo-Petro-elecciones-Colombia-encuestas.htm …";2018-06-11 07:33:50+00:00;3;1;;#Colombiahttps;0
1,00599E+18;https://twitter.com/ajlf88/status/1005992534043234304;ajlf88;;Retweeted Iván Cepeda Castro ( @IvanCepedaCast): “Lo invito a luchar juntos”, la carta que Gustavo Petro le envió a Humberto de la Calle http://tinyurl.com/yakyqlzj vía @elespectador http://tinyurl.com/yakyqlzj;2018-06-11 01:58:05+00:00;2;1;@IvanCepedaCast @elespectador;;1
1,00598E+18;https://twitter.com/jrhernandez1120/status/1005978465236144128;jrhernandez1120;;A 10 días de las elecciones, PETRO marcha hacia la victoria..HUMBERTO DE LA CALLE y SERGIO FAJARDO. ..Colombia los aclama, es el momento de tener un mejor País. ..su apoyo a GUSTAVO PETRO es fundamental.;2018-06-11 01:02:10+00:00;2;2;;;1
1,0059E+18;https://twitter.com/JorgeRacoon/status/1005901542128529408;JorgeRacoon;;Petro Duque De la Calle Fajardo #Elecciones2018;2018-06-10 19:56:31+00:00;0;0;;#Elecciones2018;0
1,00583E+18;https://twitter.com/ItayosaraRojash/status/1005829627003199488;ItayosaraRojash;;Intercambio y diálogo entre votantes de Sergio Fajardo, Humberto de la Calle y Gustavo Petro buscando un acuerdo sobre lo fundamental. #EstoEsAGanar @petrogustavo presidentepic.twitter.com/JOhIpvSh21;2018-06-10 15:10:45+00:00;4;6;@petrogustavo;#EstoEsAGanar;1
1,00581E+18;https://twitter.com/ctxt_es/status/1005814594193911808;ctxt_es;;Las pasadas elecciones en Colombia nos han dejado una segunda vuelta con un 39,1% de los votos a Iván Duque y un 25,1% a Gustavo Petro. Una victoria de Petro aún es posible, pero para ello es necesario el apoyo de Fajardo y/o de la Calle. http://bit.ly/2MdNqun;2018-06-10 14:11:01+00:00;1;3;;;1
1,00553E+18;https://twitter.com/maurici74555099/status/1005528261051469824;maurici74555099;1QueCuenta;Lo había dicho las farc y santos tiraron sus tentáculos hace años 1- Vargas lleras 2- de la calle 3- Carlos caicedo,4-Gustavo petro -5 Sergio Fajardo !! Se fueron derrotados por duque uno a uno y ahora se reagrupan en su gran mayoría excepto Vargas lleras!!;2018-06-09 19:13:13+00:00;1;1;;;-1
1,00551E+18;https://twitter.com/AlejandroLanz11/status/1005508009131462661;AlejandroLanz11;;Queridas personas que votaron por Humberto De La Calle y Fajardo y que hoy están con Gustavo Petro y Angela María Robledo en la #ColombiaHumana, hoy a las 3:00 se va a grabar un video con ustedes... https://www.facebook.com/alejandro.lanz.sanchez/posts/10155628985075872 …;2018-06-09 17:52:45+00:00;0;3;;#ColombiaHumana;0
1,0055E+18;https://twitter.com/ctxt_es/status/1005500292346122242;ctxt_es;;Las pasadas elecciones en Colombia nos han dejado una segunda vuelta con un 39,1% de los votos a Iván Duque y un 25,1% a Gustavo Petro. Una victoria de Petro aún es posible, pero para ello es necesario el apoyo de Fajardo y/o de la Calle. http://bit.ly/2kW8vgq;2018-06-09 17:22:05+00:00;8;5;;;1
1,00529E+18;https://twitter.com/guacoche/status/1005289495384686592;guacoche;eleccionescolom;Con más razón Jorge Robledo y Fajardo, la zona rural pide su ayuda para forjar camino a presidencia con Gustavo Petro, solidaridad con la gente campesina de este país, estamos en sus manos, igualmente a HUmberto de la Calle y a todos los colombianos;2018-06-09 03:24:27+00:00;0;0;;;1
1,00507E+18;https://twitter.com/EDUARDEJESS/status/1005071239306776581;EDUARDEJESS;CaracolRadio;Aquí se nota que la Victoria Duque se la da Fajardo Robledo De la calle por su inútil voto en blanco que está en el 18℅ tiene razón Gustavo Petro;2018-06-08 12:57:11+00:00;0;0;;;0
1,00507E+18;https://twitter.com/cordoba_chucho/status/1005066257618620421;cordoba_chucho;;Hoy no estamos en ese escenario ya que así como Fajardo, Vargas Lleras y De la Calle, el voto en blanco también perdió, fueron todos derrotados en las urnas excepto los candidatos que están vivos en el presente, Iván Duque y Gustavo Petro. Ya no estamos en primera vuelta;2018-06-08 12:37:23+00:00;8;9;;;0
1,00469E+18;https://twitter.com/jomali20/status/1004694828171649025;jomali20;;Riesgos petristas En las toldas de la campaña de Gustavo Petro no solo hay pesimismo por la decisión de los excandidatos presidenciales Sergio Fajardo y Humberto de la Calle de anunciar que votarán en blanco el... http://www.elnuevosiglo.com.co/articulos/06-2018-record-3 …;2018-06-07 12:01:28+00:00;0;0;;;0
1,00452E+18;https://twitter.com/RomeroSaltaren/status/1004522040051855360;RomeroSaltaren;;En la toldas de la campaña de Gustavo Petro no sólo hay pesimismo por la decisión de los escandidatos presidenciales Sergio fajardo y Humberto de la calle de anunciar q votarán en blanco el próximo 17 junio sino q existe un temor aún mayor respecto a q una;2018-06-07 00:34:52+00:00;0;0;;;0
1,00451E+18;https://twitter.com/Julio197308/status/1004509020768604160;Julio197308;GustavoBolivar;Votar en blanco es tomar partido para futuras candidaturas y esto me refiero a Sergio Fajardo y humberto de la calle, pero el pueblo le dará la victoria ha Gustavo petro, por una Colombia humana.;2018-06-06 23:43:08+00:00;0;1;;;1
1,00442E+18;https://twitter.com/jdmte5/status/1004419458360897536;jdmte5;;Un estudio de lo que nos une. Comparación de propuestas entre Sergio Fajardo, Gustavo Petro y Humberto de la Calle. ¡Votemos informados! http://www.unidosohundidos.com/en-que-nos-parecemos …;2018-06-06 17:47:14+00:00;0;0;;;0
1,00418E+18;https://twitter.com/cicartagenav/status/1004178918381899777;cicartagenav;;Un estudio de lo que nos une. Comparación de propuestas entre Sergio Fajardo, Gustavo Petro y Humberto de la Calle. ¡Votemos informados! http://www.unidosohundidos.com/en-que-nos-parecemos …;2018-06-06 01:51:25+00:00;0;0;;;0
1,00414E+18;https://twitter.com/surdelriobravo/status/1004141834199855104;surdelriobravo;;#NotisAlSur #Colombia De cara a la segunda vuelta electoral del próximo 17 de junio en Colombia los ex candidatos Sergio Fajardo y Humberto de la Calle anunciaron que votarán en blanco y no apoyarán a Gustavo Petro.;2018-06-05 23:24:03+00:00;1;2;;#NotisAlSur #Colombia;0
1,00372E+18;https://twitter.com/Informacion_Uce/status/1003723615437754368;Informacion_Uce;;El movimiento liderado por Clara López, quien fue fórmula vicepresidencial del excandidato Humberto de la Calle, anunció hoy el respaldo al izquierdista Gustavo Petro que el 17 de este mes disputará la Presidencia de Colombia con el candidato de derecha, Iván Duque;2018-06-04 19:42:12+00:00;0;0;;;1
1,00364E+18;https://twitter.com/Is_tefi/status/1003635450748309504;Is_tefi;;Hay tres tipos de colombianos: 1. Te identificas con quien como servidor público ha demostrado que su interés principal es luchar por la defensa de los más vulnerables y de una verdadera justicia social (Gustavo Petro, Sergio Fajardo, Humberto de la Calle).;2018-06-04 13:51:52+00:00;0;0;;;0
1,00346E+18;https://twitter.com/elarticulosm/status/1003456329183358977;elarticulosm;;Clara López, quien fue fórmula a la Vicepresidencia del excandidato Humberto de la Calle, anunció que respaldará al candidato Gustavo Petro que el 17 de junio disputará la Presidencia de Colombia con el candidato, Iván Duque. @ClaraLopezObre @DeLaCalleHum @petrogustavo @IvanDuque;2018-06-04 02:00:06+00:00;0;0;@ClaraLopezObre @DeLaCalleHum @petrogustavo @IvanDuque;;1
1,00331E+18;https://twitter.com/marlon25681/status/1003307040171753472;marlon25681;;Gustavo Petro Sergio Fajardo De la calle vs Iván Duque Batalla final segunda vuelta: http://youtu.be/_nusYLjiX9g?a a través de @YouTube;2018-06-03 16:06:53+00:00;0;0;@YouTube;;0
1,00313E+18;https://twitter.com/colombianero/status/1003128919334313985;colombianero;ContraGodarria;El verdadero dilema es que la mayoría de gente que votó por Fajardo no quieren ni a Duque, ni a Petro. Y a eso se le suma la mala campaña de Gustavo que se de dedicó a arrancar aplausos en plazas y no a limpiar su nombre en la calle.;2018-06-03 04:19:06+00:00;0;0;;;0
1,00306E+18;https://twitter.com/dariomartin22/status/1003058526846111744;dariomartin22;;Retweeted Gustavo Petro ( @petrogustavo): Si Fajardo, Robledo, Mockus o de la Calle hubieran sido los candidatos de segunda vuelta contra Uribe/Duque, no lo dudo un segundo, voto por ellos. Propuse desde el... https://www.facebook.com/martin.MARTIN22/posts/10216163047853269 …;2018-06-02 23:39:23+00:00;0;0;@petrogustavo;;0
1,00293E+18;https://twitter.com/poGoSOLo/status/1002930890379493378;poGoSOLo;;Voto por las propuestas de Gustavo Petro y la #ColombiaHumana, que recoge las ideas de Humberto de la Calle y Fajardo, del Polo y de Los Verdes. #NoDejesEnBlancoLaPaz https://twitter.com/eleccionescolom/status/1002375894902730752 …;2018-06-02 15:12:12+00:00;2;2;;#ColombiaHumana #NoDejesEnBlancoLaPaz;1
1,00293E+18;https://twitter.com/poGoSOLo/status/1002930726017339392;poGoSOLo;eleccionescolom;Voto por las propuestas de Gustavo Petro y la #ColombiaHumana, que recoge las ideas de Humberto de la Calle y Fajardo, del Polo y de Los Verdes. #NoDejesEnBlancoLaPaz;2018-06-02 15:11:33+00:00;1;5;;#ColombiaHumana #NoDejesEnBlancoLaPaz;1
1,00293E+18;https://twitter.com/neowarriors/status/1002927785105674241;neowarriors;;Me ha gustado un vídeo de @YouTube (http://youtu.be/7tY-0iqKV1s?a - Gustavo Petro, Sergio Fajardo, De la calle vs Iván Duque. Batalla;2018-06-02 14:59:52+00:00;0;0;@YouTube;;0
1,00287E+18;https://twitter.com/JosehYopal2018/status/1002873055381741570;JosehYopal2018;;Retweeted Gustavo Petro ( @petrogustavo): Si Fajardo, Robledo, Mockus o de la Calle hubieran sido los candidatos de segunda vuelta contra Uribe/Duque, no lo dudo un segundo, voto por ellos.... https://www.facebook.com/permalink.php?story_fbid=657957604535500&id=100009637981934 …;2018-06-02 11:22:23+00:00;0;0;@petrogustavo;;0
1,00275E+18;https://twitter.com/ValeroMDiego/status/1002745051842269184;ValeroMDiego;AngelicaLozanoC;Angélica reprocha a De la Calle, pero parece que se le olvida que Sergio Fajardo se impuso sobre sus colegas para ser candidato y evito una consulta, después cerro la puerta a cualquier tipo de alianza con Gustavo Petro y Humberto, y ahora que perdió decidió votar en blanco... https://twitter.com/AngelicaLozanoC/status/1002737576879558656 …;2018-06-02 02:53:45+00:00;0;2;;;0
1,0027E+18;https://twitter.com/leon_ibanez/status/1002703284438749185;leon_ibanez;;Con todo respeto, pero con vehemencia, le pido a mi candidato Gustavo Petro: No llame más a formar parte de la Colombia Humana a Sergio Fajardo ni a Humberto de la Calle. Con los votos de los que creemos en sus propuestas lo elegiremos;2018-06-02 00:07:46+00:00;0;2;;;1
1,00269E+18;https://twitter.com/dan548z/status/1002692245844262912;dan548z;;Me gustó un video de @YouTube http://youtu.be/7tY-0iqKV1s?a Gustavo Petro, Sergio Fajardo, De la calle vs Iván Duque. Batalla final;2018-06-01 23:23:55+00:00;0;0;@YouTube;;0
1,00267E+18;https://twitter.com/lecturauni/status/1002674635400499212;lecturauni;LuisErnestoGL;Maravillosa iniciativa. Desafortunadamente la ví tarde (hoy,06.1) y por ello no asistí. Pero a la próxima, segura. Es increíble la INCONSECUENCIA de Sergio Fajardo y Humberto de a Calle porque ambos se COMPROMETIERON a respaldar al GANADOR ALTERNATIVO: Gustavo Petro.;2018-06-01 22:13:56+00:00;0;0;;;1
1,00266E+18;https://twitter.com/PlataformaSEPA/status/1002661007871836160;PlataformaSEPA;;#NoBoteElVoto #VoteConSentido El punto en común de mayor importancia que presentan las propuestas de Fajardo, Gustavo Petro y Humberto De La Calle, es la voluntad de cuidar y continuar con la implementación de los... https://www.unidosohundidos.com/en-que-nos-parecemos …;2018-06-01 21:19:47+00:00;2;1;;#NoBoteElVoto #VoteConSentido;0
1,00264E+18;https://twitter.com/jorgegar1111/status/1002643713963806721;jorgegar1111;;#UnidosGoleamosEnSegunda Un estudio de lo que nos une. Comparación de propuestas entre Sergio Fajardo, Gustavo Petro y Humberto de la Calle. ¡Votemos informados! http://www.unidosohundidos.com/en-que-nos-parecemos …;2018-06-01 20:11:04+00:00;1;1;;#UnidosGoleamosEnSegunda;1
1,00261E+18;https://twitter.com/Las2Orillas/status/1002610450704621568;Las2Orillas;;Mensaje para Gustavo Petro, Sergio Fajardo y Humberto de la Calle #NotaCiudadanahttps://www.las2orillas.co/tienen-la-oportunidad-y-la-posibilidad-de-ir-mas-alla-de-ustedes-mismos-y-crear-algo-diferente/ …;2018-06-01 17:58:53+00:00;9;21;;#NotaCiudadanahttps;0
1,0026E+18;https://twitter.com/RebecaMarsa/status/1002599937320869890;RebecaMarsa;;Un estudio de lo que nos une. Comparación de propuestas entre Sergio Fajardo, Gustavo Petro y Humberto de la Calle. ¡Votemos informados! http://www.unidosohundidos.com/en-que-nos-parecemos …;2018-06-01 17:17:07+00:00;0;0;;;0
1,00254E+18;https://twitter.com/JuanPriPer37/status/1002541736969859072;JuanPriPer37;;Donde nace su candidato? Ivan Duque > Bogota Humberto de la Calle. > Manzanares Gustavo Petro > Cienaga de Oro Sergio fajardo. > Troya;2018-06-01 13:25:51+00:00;0;1;;;0
1,00254E+18;https://twitter.com/JulioCesaOrtiz/status/1002538651757285377;JulioCesaOrtiz;;Paisas en la política Colombiana de hoy: Alvaro Uribe, César Gaviria, Humberto de la Calle, Sergio Fajardo, Angela María Robledo, Jorge Enrrique Robledo, Ivan Duque de origen paisa. Costeño Gustavo Petro. De Bogotá Claudia López y Juan Manuel Santos.;2018-06-01 13:13:35+00:00;0;0;;;0
1,00243E+18;https://twitter.com/MoniToledo/status/1002428043351199744;MoniToledo;;Un estudio de lo que nos une. Comparación de propuestas entre Sergio Fajardo, Gustavo Petro y Humberto de la Calle. ¡Votemos informados! http://www.unidosohundidos.com/en-que-nos-parecemos …;2018-06-01 05:54:04+00:00;0;1;;;0
1,0024E+18;https://twitter.com/BlackAndersson/status/1002396483809837057;BlackAndersson;;Me ha gustado un vídeo de @YouTube (http://youtu.be/7tY-0iqKV1s?a - Gustavo Petro, Sergio Fajardo, De la calle vs Iván Duque. Batalla;2018-06-01 03:48:40+00:00;0;0;@YouTube;;0
1,00235E+18;https://twitter.com/laflechaco/status/1002348649626636288;laflechaco;;#EleccionesColombia Humberto De La Calle, Jorge Robledo, Sergio Fajardo, Juan Manuel Galán y Armando Benedetti optaron votar en blanco para segunda vuelta: #VotoBlancopic.twitter.com/n9OU8mmwm4;2018-06-01 00:38:35+00:00;0;0;;#EleccionesColombia #VotoBlancopic;0
1,00232E+18;https://twitter.com/maximrudin/status/1002316005308289025;maximrudin;;Voto en blanco, ni chicha ni limoná. http://lasillavacia.com/node/66369 Cuando Sergio encabezaba las encuestas, Gustavo Petro y Humberto De la Calle le propusieron ir a consulta y hasta le rogaron para que por lo menos se tomasen un tinto y conversaran, pero Fajardo siempre dijo no.;2018-05-31 22:28:52+00:00;0;1;;;0
1,00231E+18;https://twitter.com/ElCongreso/status/1002314297182162946;ElCongreso;;#Actualidad #Elecciones2018 | Este jueves los excandidatos Sergio Fajardo y Humberto de la Calle anunciaron que no apoyarán a ninguno de los dos candidatos que siguen en la contienda electoral. Seguir leyendo --> http://bit.ly/2xwWCqy #ElCongresoEsUstedpic.twitter.com/oX2JAPfpta;2018-05-31 22:22:05+00:00;0;0;;#Actualidad #Elecciones2018 #ElCongresoEsUstedpic;0
1,00231E+18;https://twitter.com/josedelgadotkd/status/1002307853321953283;josedelgadotkd;;"Para reflexionar un poco... ""Esa incapacidad trabajo en equipo no permitió la confluencia a tiempo"" Gustavo Petro. @Sergio fajardo Antanas Mockus Humberto De La Calle https://www.facebook.com/jose.delgado.joldix/posts/10160655819515457 …";2018-05-31 21:56:28+00:00;0;0;@Sergio;;0
1,0023E+18;https://twitter.com/fredyferis/status/1002304713784811521;fredyferis;;¿Por quién van a votar los candidatos que no pasaron a segunda vuelta? Sergio Fajardo: En Blanco Claudia López: En Blanco Germán Vargas: Por Duque Juan Carlos Pinzón: Por Duque Humberto De La Calle: En Blanco Clara López: Por Petro . #EleccionesColombia;2018-05-31 21:44:00+00:00;0;1;;#EleccionesColombia;0
1,0023E+18;https://twitter.com/MauricioLievan/status/1002295662728368128;MauricioLievan;;"Al poder. Germán Vargas Lleras (Cambio radical) Humberto de la Calle (Partido Liberal) Sergio Fajardo (Coalición Colombia) Gustavo Petro (Partido Progresista) Ivan Duque (Centro democrático); Estos últimos dos con las mayores chances de pasar a segunda vuelta ...";2018-05-31 21:08:02+00:00;0;0;;;0
1,00228E+18;https://twitter.com/vicky_Abayalde/status/1002284100777103360;vicky_Abayalde;PartidoVerdeCoL;El partido Alianza verde va a votar en blanco, igual que Humberto De la Calle y Sergio Fajardo... el socialismo no es lo de ellos por eso no apoyan a Gustavo Petro Urrego https://twitter.com/partidoverdecol/status/1002281582806339589 …;2018-05-31 20:22:05+00:00;0;0;;;0
1,00228E+18;https://twitter.com/dianalunareja/status/1002275576831447041;dianalunareja;;Un estudio de lo que nos une. Comparación de propuestas entre Sergio Fajardo, Gustavo Petro y Humberto de la Calle. ¡Votemos informados! (Una iniciativa ciudadana bacana) http://www.unidosohundidos.com/en-que-nos-parecemos …;2018-05-31 19:48:13+00:00;10;7;;;0
1,00227E+18;https://twitter.com/fabianmp/status/1002273820298960898;fabianmp;;Un estudio de lo que nos une. Comparación de propuestas entre Sergio Fajardo, Gustavo Petro y Humberto de la Calle. ¡Votemos informados! http://www.unidosohundidos.com/en-que-nos-parecemos …;2018-05-31 19:41:14+00:00;0;0;;;0
1,00227E+18;https://twitter.com/OscarMo46190859/status/1002273165140201472;OscarMo46190859;;Nos toca despertar del insomnio y hacer aterrizar a Sergio Fajardo, y a humberto de la calle, nos toca votar por Gustavo petro.;2018-05-31 19:38:38+00:00;0;0;;;1
1,00227E+18;https://twitter.com/mundo_elP/status/1002271631002275841;mundo_elP;;Los ex candidatos a la presidencia de Colombia Sergio Fajardo y Humberto de la Calle manifestaron hoy su intención de votar en blanco en la segunda vuelta del 17 de junio y expresaron así su rechazo a los aspirantes al cargo, Iván Duque y Gustavo Petro.;2018-05-31 19:32:32+00:00;1;1;;;0
1,00227E+18;https://twitter.com/leandroruning/status/1002270778954534914;leandroruning;;A raíz de los anuncios de Sergio Fajardo, Jorge Enrique Robledo y Humberto de La Calle de votar en blanco en la segunda vuelta presidencial, que se realizará el próximo 17 de junio, Gustavo Petro,... https://sociedaduniversal.website/en-2010-gustavo-petro-tambien-voto-en-blanco/ …;2018-05-31 19:29:09+00:00;0;0;;;0
1,00227E+18;https://twitter.com/juanfermejia/status/1002270319757987841;juanfermejia;;Un estudio de lo que nos une. Comparación de propuestas entre Sergio Fajardo, Gustavo Petro y Humberto de la Calle. ¡Votemos informados! http://www.unidosohundidos.com/en-que-nos-parecemos …;2018-05-31 19:27:20+00:00;20;29;;;0
1,00227E+18;https://twitter.com/Oscar_Maartinez/status/1002269441743257601;Oscar_Maartinez;;El voto es libre, de eso se trata la democracia. Por acá dejo un recuerdo, para quienes hoy atacan a Sergio Fajardo y Humberto de la Calle. Yo apoyaré a Gustavo Petro en segunda, pero ya dejen el fanatismo y la pelea. Algunos de ellos actúan como Uribistas. pic.twitter.com/mfIYBWheKp;2018-05-31 19:23:50+00:00;0;1;;;1
1,00227E+18;https://twitter.com/jdkellyg/status/1002267268863201280;jdkellyg;;Sergio Fajardo en blanco, Humberto de la Calle, en blanco, Germán Vargas Lleras va con Iván Duque. La goleada que le van a meter a Gustavo Petro en las elecciones presidenciales será peor que la que se le viene a... https://www.facebook.com/chuchokelly/posts/10214374275087140 …;2018-05-31 19:15:12+00:00;0;0;;;0
1,00226E+18;https://twitter.com/Maicaero87/status/1002263896001056768;Maicaero87;petrogustavo;Total apoyo a Gustavo Petro a Sergio Fajardo y Humberto de la calle, el voto en blanco no es antidemocratico Es una herramienta que nos da la constitución https://twitter.com/petrogustavo/status/16632398787 …;2018-05-31 19:01:48+00:00;0;0;;;1
1,00226E+18;https://twitter.com/OscarMo46190859/status/1002260774323130369;OscarMo46190859;;En agradecimiento con humberto de la calle, y Sergio Fajardo mi voto es por Gustavo petro.;2018-05-31 18:49:24+00:00;0;0;;;1
1,00226E+18;https://twitter.com/mlmtec/status/1002256858172788736;mlmtec;;Fajardo y Humberto De La Calle no apoyaron a Gustavo Petro. Así que, por mas esfuerzo que haga PETRO y teniendo en cuenta que ya no serán 6 candidatos sino 2 y el #VotoEnBlanco habrá un riesgo mínimo de que ninguno... https://www.facebook.com/wilframi/posts/1616712998378083 …;2018-05-31 18:33:50+00:00;0;0;;#VotoEnBlanco;0
1,00225E+18;https://twitter.com/Johan_CortesG/status/1002245836791742466;Johan_CortesG;CruzConOpio;Entonces la persona indicada para lograrlo no es el señor Gustavo Petro. Fajardo y Humberto de la Calle no hubieran tenido el problema que hoy viven lo petristas. Punto para la Pulla.;2018-05-31 17:50:02+00:00;0;1;;;0
1,00224E+18;https://twitter.com/RadNalCo/status/1002241752231743491;RadNalCo;;Mientras Iván Duque se rodea de los partidos y movimientos políticos tradicionales, Gustavo Petro se quedó sin el apoyo de Fajardo y De la Calle, quienes anunciaron su voto en blanco. Divididos, el Polo y la Alianza Verde respaldan al candidato #ColombiaAlAire;2018-05-31 17:33:49+00:00;5;11;;#ColombiaAlAire;0
1,00224E+18;https://twitter.com/Johan_CortesG/status/1002240647754059776;Johan_CortesG;;Fajardo y Humberto de la Calle votan en blanco porque saben que no pueden confiar en Gustavo Petro.;2018-05-31 17:29:25+00:00;0;2;;;0
1,00224E+18;https://twitter.com/yezidgarciaa/status/1002240249114705920;yezidgarciaa;;Retweeted Gustavo Petro ( @petrogustavo): Si Fajardo, Robledo, Mockus o de la Calle hubieran sido los candidatos de segunda vuelta contra Uribe/Duque, no lo dudo un segundo, voto por ellos. Propuse desde el... https://www.facebook.com/yezidgarciaabello/posts/1754604357952576 …;2018-05-31 17:27:50+00:00;6;7;@petrogustavo;;0
1,00224E+18;https://twitter.com/WilliamCDC/status/1002238638443384832;WilliamCDC;;Con la decisión de Sergio Fajardo y Humberto de la Calle de votar en blanco me siento más orgulloso de haber votado por Gustavo Petro. Los otros dos votan en blanco por ser coherentes con lo que dijeron en campaña, Petro luchará hasta el final porque es coherente con sus ideas.;2018-05-31 17:21:26+00:00;3;14;;;1
1,00224E+18;https://twitter.com/albeironaranjo/status/1002236574258597889;albeironaranjo;;Siento tranquiladad al haber dado mi voto a Gustavo Petro, parece el único capaz de luchar por la paz y la justicia social, hoy Sergio Fajardo y Humberto de la Calle nos han mostrado que sus intereses personales son más fuertes que el interés de las mayorías.;2018-05-31 17:13:14+00:00;11;16;;;1
